0.916896,3.5443335,20.256111,-4.2697687,-4.271523,-4.2681074,-4.281979,-4.259107
6.3367643,7.1753645,3.6636295,-2.2187538,-2.2180846,-2.217296,-2.2239132,-2.2296808
5.5271645,7.758946,5.102273,-3.0040436,-3.016714,-3.0146534,-3.020439,-2.994899
9.434203,13.462428,9.566986,-4.831591,-4.846983,-4.8431125,-4.8546166,-4.833443
9.2993965,11.9846,6.4342403,-4.153507,-4.151932,-4.147176,-4.166222,-4.1586127
7.1751804,11.147859,8.201597,-3.7362156,-3.7531948,-3.7513542,-3.7586353,-3.729123
8.878717,13.334513,6.6541433,-3.7939067,-3.8103452,-3.8100226,-3.8178263,-3.780351
3.8472118,8.146183,5.161852,-2.6945384,-2.7062485,-2.7031162,-2.7110312,-2.684534
8.731412,12.353756,9.861408,-4.016077,-4.031879,-4.0312753,-4.03782,-4.0063286
3.1440833,3.9506636,11.149935,-2.8280194,-2.834103,-2.831326,-2.8394732,-2.8065443
8.82814,6.875108,15.186012,-4.336478,-4.348742,-4.3468075,-4.3582754,-4.3181534
6.479416,10.696289,6.0018783,-3.1164057,-3.1234581,-3.1223166,-3.1280587,-3.1223044
8.350097,6.8566475,2.2799952,-2.4127798,-2.4109228,-2.4093404,-2.4189153,-2.4014156
5.2927623,3.2053366,9.114251,-2.7375429,-2.740543,-2.7388918,-2.7471223,-2.7257302
9.578996,6.685285,5.2996197,-3.077668,-3.0870657,-3.0846908,-3.095765,-3.0576718
8.428896,14.374012,8.671817,-4.0042725,-4.0209904,-4.020366,-4.028657,-4.0014644
7.339555,11.430637,8.4840355,-3.5272908,-3.5225513,-3.5218773,-3.5330238,-3.5390928
13.563974,7.064716,5.435748,-3.3165164,-3.330655,-3.3306394,-3.3367183,-3.285905
4.4546065,8.9582,3.0315793,-2.7854128,-2.7910848,-2.7894783,-2.7950318,-2.7863317
10.092357,13.554354,7.4751797,-4.412547,-4.429065,-4.4256935,-4.436342,-4.4013906
11.846812,17.954632,11.94703,-5.56366,-5.574307,-5.570882,-5.5873585,-5.56361
7.216154,4.964425,13.350132,-3.6651177,-3.6830182,-3.681282,-3.6862237,-3.6621032
3.2471528,10.265523,8.137294,-3.3142622,-3.3304274,-3.3291655,-3.3346064,-3.3072646
4.552546,9.002222,4.046465,-2.7930498,-2.796011,-2.7941816,-2.8017063,-2.8002715
9.180375,15.602941,10.1268015,-4.6601515,-4.6801653,-4.677024,-4.6897125,-4.6453094
5.7472806,9.02666,4.615594,-3.1677523,-3.181492,-3.178291,-3.1873379,-3.166553
6.4169893,9.310997,5.6057553,-2.7617838,-2.7704945,-2.7698965,-2.7738986,-2.7694721
4.7664995,8.745342,4.365315,-2.7371702,-2.7511785,-2.7491894,-2.7560265,-2.729552
14.4612465,12.181955,15.52087,-5.010363,-5.029669,-5.0297995,-5.0390224,-5.0166297
11.132243,8.129286,14.455856,-4.562832,-4.5803723,-4.5797772,-4.5873356,-4.541299
6.179183,11.155888,6.482576,-3.0179057,-3.0213335,-3.0197768,-3.029516,-3.0127032
14.060762,8.019684,8.075653,-4.136537,-4.140376,-4.1361947,-4.1522274,-4.124629
6.5614653,4.581154,20.58002,-4.8069363,-4.822979,-4.819851,-4.832515,-4.8137455
8.049524,11.773945,8.975748,-3.9410691,-3.9484665,-3.94548,-3.9592853,-3.9418986
5.4335427,9.486183,4.534026,-2.8772454,-2.8789644,-2.877916,-2.8853884,-2.8768728
4.636151,8.6289015,5.8768578,-2.9134908,-2.9273095,-2.9248216,-2.9304945,-2.9040942
9.600589,11.930121,10.030232,-4.2382307,-4.254367,-4.2524214,-4.2623568,-4.228188
8.063121,11.251309,6.276833,-3.3004382,-3.3073657,-3.3047247,-3.3166366,-3.2912652
3.9642127,5.3121915,5.7491617,-2.1910102,-2.2004864,-2.1993628,-2.2026687,-2.1737278
4.5498986,9.479218,4.031529,-2.443205,-2.4485521,-2.4475787,-2.4539819,-2.4327087
6.029862,11.6630335,7.291927,-3.656016,-3.660661,-3.658106,-3.6693075,-3.654652
16.835846,7.109827,9.977457,-5.1557336,-5.1722345,-5.168811,-5.180479,-5.1226745
8.243408,8.357546,7.372537,-3.7823608,-3.78902,-3.7848368,-3.798514,-3.7733004
7.1411138,10.145601,5.873282,-3.0006816,-3.0094151,-3.0083222,-3.015306,-2.9895022
10.312465,7.580397,18.357672,-4.989964,-5.0044327,-5.001202,-5.0140133,-4.981506
8.779371,0.70272493,10.897275,-2.7778258,-2.775748,-2.7741082,-2.7864666,-2.7679534
8.280627,12.41933,8.823459,-3.6435547,-3.6564715,-3.6562634,-3.6644115,-3.6235976
8.590552,10.598415,7.2427354,-3.6126015,-3.6340399,-3.6333485,-3.6362529,-3.601104
17.078358,16.482147,16.438301,-6.7449174,-6.7670107,-6.762912,-6.782687,-6.7355556
5.6666126,6.591791,11.048115,-3.640202,-3.650566,-3.6456387,-3.6592352,-3.6208172
3.1303296,3.9184895,8.666323,-2.4000978,-2.4071221,-2.4049397,-2.4101233,-2.4032273
6.2672358,6.097821,15.153128,-3.3689976,-3.3740568,-3.3751807,-3.381104,-3.368081
5.7787647,7.905569,4.741398,-2.906742,-2.9068885,-2.9041255,-2.9146848,-2.905923
6.058634,9.886869,8.230872,-3.4105673,-3.4136689,-3.4128811,-3.4214206,-3.4097698
7.267024,11.097137,6.6670203,-3.5789165,-3.5857916,-3.583298,-3.5922294,-3.5744274
4.6875563,-1.1387085,21.250132,-3.798492,-3.8105655,-3.8067968,-3.8176303,-3.7850993
6.995041,11.117261,5.917267,-3.355178,-3.3479135,-3.345786,-3.358251,-3.3604152
5.8671994,6.61788,12.380745,-3.153287,-3.148244,-3.1468658,-3.1575732,-3.1775606
0.9279828,9.936562,24.66378,-4.173073,-4.175109,-4.176047,-4.186608,-4.165327
4.440092,9.690273,6.1651745,-3.0393078,-3.055566,-3.0547545,-3.0579698,-3.0319738
5.2249975,4.802467,15.777672,-3.5744734,-3.5852876,-3.5839067,-3.591384,-3.5750873
4.3091364,7.8202877,4.9613223,-2.6940234,-2.701173,-2.698717,-2.706955,-2.6858153
8.491418,9.821176,6.249614,-3.697587,-3.705713,-3.701456,-3.714023,-3.6958733
8.121495,12.6912985,10.5024605,-3.7887878,-3.798585,-3.798847,-3.8050942,-3.776722
8.980592,13.603871,8.638546,-4.4875755,-4.5035267,-4.501033,-4.510565,-4.491409
11.910734,8.188321,7.8214974,-3.876175,-3.887623,-3.887113,-3.894415,-3.8778658
3.645648,9.414028,5.5380626,-3.1073275,-3.1149209,-3.1117022,-3.1203096,-3.0917614
7.260524,4.600156,13.746078,-3.795068,-3.802462,-3.801361,-3.8091004,-3.7992222
14.9091425,7.5594373,10.94032,-4.529891,-4.545329,-4.543163,-4.5534425,-4.478703
9.370446,13.785633,9.7332945,-4.4228716,-4.432852,-4.4307218,-4.4427342,-4.4142303
4.280875,10.778027,7.3199067,-3.442013,-3.456453,-3.45467,-3.4599314,-3.4230099
11.547331,-1.0466262,6.356944,-2.326754,-2.3366838,-2.3353972,-2.339213,-2.3175707
7.444208,2.258664,11.328714,-3.2068875,-3.2220166,-3.2202535,-3.2237074,-3.2091942
10.326282,15.965546,8.107209,-4.7973022,-4.80095,-4.7973833,-4.8138494,-4.784936
7.423839,10.885922,5.4174137,-3.3824067,-3.3849554,-3.3818195,-3.392556,-3.3830304
5.8541436,-0.37069416,18.095219,-3.7745957,-3.7826788,-3.7814586,-3.786989,-3.7571228
6.9205585,12.497264,8.035546,-4.2830367,-4.295169,-4.289924,-4.304162,-4.288983
4.338582,9.062956,4.716317,-2.3999007,-2.390348,-2.3894944,-2.400063,-2.4123087
7.4222846,11.594054,7.413303,-3.7565808,-3.7547784,-3.7521358,-3.7665522,-3.7601926
7.5891395,5.084499,13.450546,-3.5373282,-3.5481327,-3.5456545,-3.5553477,-3.5586915
8.44504,2.7705104,10.914994,-3.4836361,-3.4973907,-3.4948838,-3.4992702,-3.5008013
8.227936,9.029883,14.727975,-4.9225287,-4.9405107,-4.9367776,-4.947468,-4.8957357
8.896157,13.730329,8.317552,-4.2299733,-4.244365,-4.2424583,-4.2511744,-4.2153726
13.7019415,5.8710165,6.9946523,-4.3921647,-4.4052057,-4.4016695,-4.412945,-4.3990254
3.2076275,9.258481,4.19568,-2.7580667,-2.7636943,-2.7604585,-2.7712245,-2.7493248
4.8837,8.061976,5.096797,-2.5584571,-2.559366,-2.5572507,-2.5684962,-2.5606186
2.7337148,8.421922,4.7292056,-1.9735138,-1.9666688,-1.9657502,-1.9755353,-1.978903
6.9862127,11.134564,6.7182765,-3.8932018,-3.901504,-3.8966558,-3.9100983,-3.8993342
5.7502427,9.0130005,5.2150793,-2.869134,-2.8732374,-2.8723776,-2.878643,-2.8667607
2.9813356,7.4548945,4.4892325,-2.2070565,-2.2133338,-2.211391,-2.2199678,-2.203176
5.7253685,9.1402445,4.6343775,-2.42665,-2.4286537,-2.4274118,-2.4364843,-2.428831
5.96848,10.044114,4.879151,-3.0281334,-3.0414205,-3.039905,-3.0453856,-3.0291803
7.8269114,12.1709175,6.5026484,-3.9620583,-3.9790106,-3.9763389,-3.98286,-3.9530413
9.310716,14.791845,10.048589,-4.9721336,-4.9961987,-4.993091,-5.0009356,-4.9595118
4.314214,9.236635,4.0634,-3.2818317,-3.2923193,-3.288069,-3.2989175,-3.2848623
4.0933704,9.247678,3.978805,-2.521076,-2.534163,-2.5341127,-2.5356534,-2.515157
6.970235,9.903714,5.480205,-3.3473818,-3.3563745,-3.353548,-3.3624964,-3.3523395
